ï»¿Dissemination Area (DA),Province or territory,Dimension 1 Scores,Dimension 2 Scores,Dimension 3 Scores,Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension,da_str
24580295,Quebec,0.48324,-0.12407,0.40995,0.86278,0.40797,5,Dimension 4,24580295
24580296,Quebec,-0.06822,-0.57953,0.29124,0.44644,0.02248,3,Dimension 4,24580296
24580297,Quebec,-0.07463,-0.01231,-0.21919,0.02241,-0.07093,3,Dimension 4,24580297
24580298,Quebec,0.54392,-0.42688,0.1422,0.36821,0.15687,4,Dimension 1,24580298
24580299,Quebec,0.91676,-0.73386,0.80347,1.31119,0.57439,5,Dimension 4,24580299
24580300,Quebec,0.32221,0.23584,0.15044,0.91762,0.40653,4,Dimension 4,24580300
24580302,Quebec,-0.36922,-0.7629,-0.45073,-0.86366,-0.61162,1,Dimension 1,24580302
24580303,Quebec,-0.27213,-0.46874,-0.78368,-0.91877,-0.61083,1,Dimension 1,24580303
24580304,Quebec,-0.49248,-0.58481,-0.88909,-0.62805,-0.64861,1,Dimension 1,24580304
24580305,Quebec,-0.19612,0.15729,-0.40092,-0.7272,-0.29174,2,Dimension 2,24580305
24580306,Quebec,0.02418,-0.56872,-0.4698,-0.32035,-0.33367,2,Dimension 1,24580306
24580307,Quebec,-0.02707,-0.3867,-0.56467,0.11634,-0.21552,2,Dimension 4,24580307
24580308,Quebec,0.54638,-0.07487,0.21378,0.32992,0.2538,4,Dimension 1,24580308
24580309,Quebec,0.67791,0.04486,-0.60101,-1.08599,-0.24106,2,Dimension 1,24580309
24580310,Quebec,0.19079,-0.24321,-0.50315,-1.18128,-0.43421,2,Dimension 1,24580310
24580311,Quebec,0.38442,-0.7303,-0.48245,-0.24188,-0.26755,2,Dimension 1,24580311
24580312,Quebec,-0.07604,-0.5499,-0.42215,-0.64287,-0.42274,2,Dimension 1,24580312
24580313,Quebec,-0.63867,-0.44706,-0.91042,-1.06434,-0.76512,1,Dimension 2,24580313
24580314,Quebec,0.24111,0.73282,-0.31235,-0.31927,0.08558,4,Dimension 2,24580314
24580315,Quebec,-0.25288,0.55279,-1.03419,-0.79402,-0.38207,2,Dimension 2,24580315
24580316,Quebec,-0.0155,0.33352,-0.20978,-1.11098,-0.25068,2,Dimension 2,24580316
24580317,Quebec,-0.15751,-0.6306,-0.36639,-1.25814,-0.60316,1,Dimension 1,24580317
24580318,Quebec,1.29078,-0.74392,0.12625,0.37698,0.26252,4,Dimension 1,24580318
24580319,Quebec,1.77203,0.12261,-0.03807,1.64092,0.87437,5,Dimension 1,24580319
24580320,Quebec,0.2807,-0.502,0.44767,-0.3636,-0.03431,3,Dimension 3,24580320
24580321,Quebec,0.4883,-0.48956,0.0728,0.48281,0.13859,4,Dimension 1,24580321
24580322,Quebec,0.72833,-0.65974,0.55679,0.08526,0.17766,4,Dimension 1,24580322
24580323,Quebec,0.51941,-1.27244,0.0827,1.03801,0.09192,4,Dimension 4,24580323
24580324,Quebec,0.66818,-0.76268,-0.02658,0.64435,0.13082,4,Dimension 1,24580324
24580325,Quebec,2.17655,-0.76036,1.16224,0.91428,0.87318,5,Dimension 1,24580325
24580326,Quebec,1.66254,0.91194,-0.53606,0.68512,0.68089,5,Dimension 1,24580326
24580327,Quebec,1.03861,0.09655,0.1095,0.11136,0.33901,4,Dimension 1,24580327
24580328,Quebec,0.33942,0.37742,-0.63216,-0.4489,-0.09105,3,Dimension 2,24580328
24580329,Quebec,0.72179,-0.36505,0.05093,0.58814,0.24895,4,Dimension 1,24580329
24580332,Quebec,-0.53676,0.30189,-0.76912,-0.8761,-0.47002,1,Dimension 2,24580332
24580333,Quebec,-0.09391,-0.54829,-0.3076,-0.37582,-0.3314,2,Dimension 1,24580333
24580334,Quebec,0.66781,-0.38539,-0.04598,0.29121,0.13191,4,Dimension 1,24580334
24580335,Quebec,0.43982,-0.33525,-0.03499,-0.1153,-0.01143,3,Dimension 1,24580335
24580336,Quebec,0.74264,-0.84892,-0.33517,-0.4223,-0.21594,2,Dimension 1,24580336
24580337,Quebec,2.00521,0.10572,0.68482,0.70163,0.87435,5,Dimension 1,24580337
24580338,Quebec,0.52947,-0.62686,0.7347,0.30091,0.23455,4,Dimension 3,24580338
24580339,Quebec,0.2747,-0.13965,-0.1643,0.23942,0.05254,4,Dimension 1,24580339
24580340,Quebec,1.56822,-0.40434,0.31338,0.3994,0.46916,5,Dimension 1,24580340
24580341,Quebec,0.2733,0.31084,-0.33348,-0.14615,0.02613,3,Dimension 2,24580341
24580342,Quebec,0.15335,-0.94156,0.06979,0.24071,-0.11943,3,Dimension 4,24580342
24580343,Quebec,-0.12807,-0.95935,0.15095,-0.13643,-0.26822,2,Dimension 3,24580343
24580344,Quebec,-0.3674,-0.06229,-0.79977,-0.2473,-0.36919,2,Dimension 2,24580344
24580345,Quebec,-0.14073,0.02136,0.04522,-0.75654,-0.20767,2,Dimension 3,24580345
24580346,Quebec,2.54229,0.72546,0.13873,1.94059,1.33677,5,Dimension 1,24580346
24580347,Quebec,-0.04222,-0.27406,-0.51071,-0.85855,-0.42139,2,Dimension 1,24580347
24580348,Quebec,-0.07958,-0.14041,-0.23487,-0.44337,-0.22456,2,Dimension 1,24580348
24580349,Quebec,-0.23729,-0.22876,-0.28836,-0.64414,-0.34964,2,Dimension 2,24580349
24580350,Quebec,0.4916,0.01845,-0.45432,-0.37477,-0.07976,3,Dimension 1,24580350
24580351,Quebec,0.04426,-0.51135,-0.01573,-1.02143,-0.37606,2,Dimension 1,24580351
24580352,Quebec,0.08317,0.1642,-0.99449,-0.97698,-0.43103,2,Dimension 2,24580352
24580353,Quebec,0.30651,-0.3972,-0.00616,0.39755,0.07518,4,Dimension 4,24580353
24580354,Quebec,0.17396,0.09641,0.05036,-0.55873,-0.0595,3,Dimension 1,24580354
24580355,Quebec,0.26156,-0.60975,-0.19658,-0.97302,-0.37944,2,Dimension 1,24580355
24580356,Quebec,0.57366,0.12275,0.2519,-0.48422,0.11602,4,Dimension 1,24580356
24580357,Quebec,0.12665,0.19095,-0.71611,-0.95851,-0.33925,2,Dimension 2,24580357
24580358,Quebec,0.3779,0.26334,-0.03725,-0.52428,0.01993,3,Dimension 1,24580358
24580359,Quebec,0.31744,-0.42811,-0.63982,-0.30902,-0.26488,2,Dimension 1,24580359
24580360,Quebec,-0.07796,0.01241,-0.57644,-0.81994,-0.36548,2,Dimension 2,24580360
24580361,Quebec,1.15392,-0.70986,-0.13729,-0.16026,0.03663,3,Dimension 1,24580361
24580362,Quebec,0.62323,-0.10236,0.03528,-0.68474,-0.03215,3,Dimension 1,24580362
24580363,Quebec,0.80486,-0.31104,-0.54171,-0.42623,-0.11853,3,Dimension 1,24580363
24580364,Quebec,-0.14551,-0.18547,-0.96126,-1.08694,-0.5948,1,Dimension 1,24580364
24580365,Quebec,0.70327,-0.31487,-0.77677,-0.71442,-0.2757,2,Dimension 1,24580365
24580366,Quebec,0.78766,-0.10558,-0.14589,-1.11635,-0.14504,3,Dimension 1,24580366
24580367,Quebec,-0.453,0.37589,-0.64283,-1.08543,-0.45134,1,Dimension 2,24580367
24580368,Quebec,2.45097,-0.38441,0.28053,1.21593,0.89076,5,Dimension 1,24580368
24580369,Quebec,1.02485,-0.05162,-0.35876,-0.0036,0.15272,4,Dimension 1,24580369
24580370,Quebec,0.77233,0.24268,-0.2888,-1.35836,-0.15804,3,Dimension 1,24580370
24580371,Quebec,0.41759,0.28744,-0.94598,-0.84588,-0.27171,2,Dimension 1,24580371
24580372,Quebec,0.80887,-1.13374,-0.80369,-0.31827,-0.36171,2,Dimension 1,24580372
24580373,Quebec,0.567,-0.23991,-1.31922,-0.09623,-0.27209,2,Dimension 1,24580373
24580374,Quebec,-0.0619,-0.49639,-1.41646,-1.08686,-0.76541,1,Dimension 1,24580374
24580375,Quebec,0.47662,-0.30276,-0.72514,-0.62291,-0.29355,2,Dimension 1,24580375
24580376,Quebec,0.48387,-0.83994,-0.80691,-0.92831,-0.52282,1,Dimension 1,24580376
24580377,Quebec,0.20039,-0.21151,-0.35292,-0.50032,-0.21609,2,Dimension 1,24580377
24580378,Quebec,2.43504,0.18534,1.14601,0.80396,1.14258,5,Dimension 1,24580378
24580379,Quebec,0.15837,0.09092,-0.04473,-1.17498,-0.24261,2,Dimension 1,24580379
24580380,Quebec,0.6835,0.36246,-0.33593,-1.68625,-0.24406,2,Dimension 1,24580380
24580381,Quebec,0.61572,0.44025,-0.6728,-1.34884,-0.24142,2,Dimension 1,24580381
24580382,Quebec,0.76161,-0.02058,0.34559,-1.02802,0.01465,3,Dimension 1,24580382
24580383,Quebec,0.70835,0.01734,-0.35548,-1.11016,-0.18499,3,Dimension 1,24580383
24580384,Quebec,1.40937,0.71413,1.11628,-1.57805,0.41543,5,Dimension 1,24580384
24580385,Quebec,0.00822,0.12249,-0.89873,-0.33583,-0.27596,2,Dimension 2,24580385
24580386,Quebec,0.42537,0.05515,-1.05534,-0.6082,-0.29576,2,Dimension 1,24580386
24580387,Quebec,0.79708,-0.14236,0.04358,-1.19289,-0.12365,3,Dimension 1,24580387
24580388,Quebec,0.55975,0.29315,-0.98186,-0.7822,-0.22779,2,Dimension 1,24580388
24580390,Quebec,0.35717,0.41018,-0.72755,-0.53446,-0.12367,3,Dimension 2,24580390
24580391,Quebec,0.96452,-0.1429,-0.51079,-1.23948,-0.23216,2,Dimension 1,24580391
24580392,Quebec,0.96651,-0.22764,-0.4812,-1.08576,-0.20702,2,Dimension 1,24580392
24580395,Quebec,0.93239,0.38546,-0.1421,-0.76348,0.10307,4,Dimension 1,24580395
24580396,Quebec,0.59683,0.0685,-0.02764,-1.14465,-0.12674,3,Dimension 1,24580396
24580398,Quebec,1.31938,-0.43395,-0.23859,-1.19446,-0.1369,3,Dimension 1,24580398
24580399,Quebec,0.70775,-0.10504,-0.74411,-1.45667,-0.39952,2,Dimension 1,24580399
24580400,Quebec,0.88352,0.0086,-0.50895,-1.06846,-0.17132,3,Dimension 1,24580400
24580401,Quebec,1.14704,-0.41848,-0.30785,-2.55908,-0.5346,1,Dimension 1,24580401
24580403,Quebec,0.9164,-0.43362,-0.77488,-1.68407,-0.49404,1,Dimension 1,24580403
24580404,Quebec,0.14373,0.23119,-0.52705,-1.44366,-0.39895,2,Dimension 2,24580404
24580405,Quebec,0.75248,-1.19995,-0.75019,0.53735,-0.16508,3,Dimension 1,24580405
24580406,Quebec,1.07737,-0.59011,-0.60047,-1.55812,-0.41783,2,Dimension 1,24580406
24580408,Quebec,0.43785,-1.40171,-0.61504,-0.6315,-0.5526,1,Dimension 1,24580408
24580409,Quebec,-0.05307,0.16519,-0.45543,-0.76614,-0.27736,2,Dimension 2,24580409
24580410,Quebec,0.14649,0.08235,0.10961,-1.36196,-0.25588,2,Dimension 1,24580410
24580411,Quebec,0.36266,-0.8997,-0.85699,0.42392,-0.24253,2,Dimension 4,24580411
24580412,Quebec,0.17576,0.29163,-1.07879,-0.58431,-0.29893,2,Dimension 2,24580412
24580413,Quebec,0.75997,-0.18936,-0.27201,1.10571,0.35108,4,Dimension 4,24580413
24580414,Quebec,0.72611,-0.0516,-0.1205,-0.38336,0.04266,3,Dimension 1,24580414
24580415,Quebec,1.06839,-0.56428,-0.48289,-0.4967,-0.11887,3,Dimension 1,24580415
24580416,Quebec,1.49107,-0.54134,0.19843,0.59723,0.43635,5,Dimension 1,24580416
24580417,Quebec,-0.05564,0.15961,-0.72384,-0.1614,-0.19532,3,Dimension 2,24580417
24580419,Quebec,-0.27352,0.09406,-0.57067,-0.4368,-0.29673,2,Dimension 2,24580419
24580420,Quebec,0.12223,-0.5359,0.09627,-0.30259,-0.155,3,Dimension 1,24580420
24580421,Quebec,0.26115,0.20328,-1.15106,-0.8506,-0.38431,2,Dimension 1,24580421
24580422,Quebec,0.04736,-1.24231,-0.60652,-0.3493,-0.53769,1,Dimension 1,24580422
24580423,Quebec,0.24649,-0.51191,0.14343,-0.27541,-0.09935,3,Dimension 1,24580423
24580424,Quebec,-0.33128,0.19531,-0.68235,-0.29936,-0.27942,2,Dimension 2,24580424
24580428,Quebec,-0.07397,-0.85599,-0.63841,-0.41682,-0.4963,1,Dimension 1,24580428
24580429,Quebec,-0.27725,-1.47688,-1.02308,-1.53797,-1.07879,1,Dimension 1,24580429
24580430,Quebec,-0.25049,-1.29122,-1.0943,-1.46223,-1.02456,1,Dimension 1,24580430
24580431,Quebec,-0.49841,-1.27714,-0.72132,-1.29332,-0.94755,1,Dimension 1,24580431
24580432,Quebec,-0.55459,-0.51388,-0.66641,-0.65393,-0.5972,1,Dimension 2,24580432
24580433,Quebec,0.01099,-0.32899,0.25278,0.25249,0.04682,3,Dimension 3,24580433
24580434,Quebec,-0.44098,-0.15121,-0.27211,0.12212,-0.18554,3,Dimension 4,24580434
24580435,Quebec,-0.13148,1.09079,-0.98658,0.03898,0.00293,3,Dimension 2,24580435
24580436,Quebec,-0.21128,-0.25686,-0.44625,0.42229,-0.12302,3,Dimension 4,24580436
24580437,Quebec,-0.51001,-0.87414,-0.42733,-0.40099,-0.55312,1,Dimension 4,24580437
24580440,Quebec,-0.16749,-0.19993,-0.48342,-1.30346,-0.53857,1,Dimension 1,24580440
24580441,Quebec,-0.2925,-0.61971,-0.54561,-1.2055,-0.66583,1,Dimension 1,24580441
24580442,Quebec,0.29984,-1.10634,-0.35034,-0.27463,-0.35787,2,Dimension 1,24580442
24580443,Quebec,-0.19209,-0.21686,-0.42949,-1.10469,-0.48578,1,Dimension 1,24580443
24580444,Quebec,0.0675,-0.29865,0.1253,0.28792,0.04552,3,Dimension 4,24580444
24580445,Quebec,-0.128,0.34324,-0.23088,0.21951,0.05097,4,Dimension 2,24580445
24580446,Quebec,-0.4417,-0.68013,-0.75264,0.18876,-0.42143,2,Dimension 4,24580446
24580447,Quebec,-0.12178,1.9484,-0.0589,0.03872,0.45161,5,Dimension 2,24580447
24580448,Quebec,-0.08963,-0.89974,-0.96568,-0.14193,-0.52424,1,Dimension 1,24580448
24580449,Quebec,-0.50748,-0.49863,-0.54885,-0.84941,-0.60109,1,Dimension 2,24580449
24580450,Quebec,-0.09718,-0.74012,-0.38269,-0.04879,-0.3172,2,Dimension 4,24580450
24580451,Quebec,-0.37648,-0.32727,-1.13815,-0.5262,-0.59203,1,Dimension 2,24580451
24580452,Quebec,-0.63347,-0.4623,-0.75501,-0.64415,-0.62373,1,Dimension 2,24580452
24580453,Quebec,-0.81089,-0.62004,-0.57983,-1.10519,-0.77899,1,Dimension 3,24580453
24580454,Quebec,-0.30683,-0.76089,-0.86438,-0.47974,-0.60296,1,Dimension 1,24580454
24580455,Quebec,-0.68145,-0.78812,-1.39994,-1.1789,-1.0121,1,Dimension 1,24580455
24580457,Quebec,-0.30288,-0.69076,-0.32115,-0.42551,-0.43508,2,Dimension 1,24580457
24580458,Quebec,-0.14428,-0.72013,-0.17466,-0.49594,-0.38375,2,Dimension 1,24580458
24580459,Quebec,-0.47532,-0.43619,-0.24124,-0.79776,-0.48763,1,Dimension 3,24580459
24580460,Quebec,0.15211,-0.56472,-0.22756,0.08342,-0.13919,3,Dimension 1,24580460
24580461,Quebec,-0.53077,0.18326,0.00043,-0.45912,-0.20155,3,Dimension 2,24580461
24580462,Quebec,-0.81281,-0.73474,-0.4465,-0.45265,-0.61167,1,Dimension 3,24580462
24580463,Quebec,-0.05814,-0.50453,0.4348,-0.56555,-0.17335,3,Dimension 3,24580463
24580464,Quebec,0.09945,-1.39006,-0.92755,0.65858,-0.38989,2,Dimension 4,24580464
24580465,Quebec,-0.39846,-0.85191,-0.74435,-0.35365,-0.58709,1,Dimension 4,24580465
24580466,Quebec,-0.30252,-0.40147,-0.81005,-0.78076,-0.5737,1,Dimension 1,24580466
24580467,Quebec,-0.33422,-1.036,-0.92025,-0.71463,-0.75128,1,Dimension 1,24580467
24580468,Quebec,0.18856,-1.03078,-0.05414,0.81901,-0.01934,3,Dimension 4,24580468
24580469,Quebec,-0.58378,-2.37958,-1.61595,1.71149,-0.71696,1,Dimension 4,24580469
24580470,Quebec,-0.13189,-0.88695,-0.77317,0.37023,-0.35545,2,Dimension 4,24580470
24580471,Quebec,-0.37258,-0.76059,-0.66087,-1.33605,-0.78252,1,Dimension 1,24580471
24580472,Quebec,-0.29445,-0.85234,-0.82834,-0.86329,-0.70961,1,Dimension 1,24580472
24580473,Quebec,-0.21781,-1.0638,-0.23775,-0.9623,-0.62042,1,Dimension 1,24580473
24580474,Quebec,-0.60708,-0.81164,-0.97034,-0.95089,-0.83499,1,Dimension 1,24580474
24580475,Quebec,-0.46052,-1.03275,-0.80123,-0.42486,-0.67984,1,Dimension 4,24580475
24580476,Quebec,-0.64826,-0.81074,-0.51989,-0.74017,-0.67977,1,Dimension 3,24580476
24580477,Quebec,-0.4735,-0.20777,-0.72456,-0.50943,-0.47882,1,Dimension 2,24580477
24580478,Quebec,-0.41089,-0.24294,-0.67649,-0.36383,-0.42354,2,Dimension 2,24580478
24580479,Quebec,0.33,-0.69383,0.02276,-0.41208,-0.18829,3,Dimension 1,24580479
24580480,Quebec,-0.34808,-0.48873,-0.42573,-0.56108,-0.45591,1,Dimension 1,24580480
24580481,Quebec,0.20718,-0.9474,0.83664,0.39369,0.12253,4,Dimension 3,24580481
24580482,Quebec,-0.44083,-0.39194,0.15029,0.92408,0.0604,4,Dimension 4,24580482
24580483,Quebec,-0.08027,0.42999,-0.24314,-0.56922,-0.11566,3,Dimension 2,24580483
24580484,Quebec,-0.50829,0.37381,-0.17347,-0.82756,-0.28388,2,Dimension 2,24580484
24580485,Quebec,-0.27513,-0.54965,-0.33492,-0.03923,-0.29973,2,Dimension 4,24580485
24580486,Quebec,-0.22834,0.08377,-0.03567,-0.83483,-0.25377,2,Dimension 2,24580486
24580487,Quebec,-0.24136,0.10592,-0.19495,-1.1664,-0.3742,2,Dimension 2,24580487
24580488,Quebec,0.04688,0.18363,-0.2137,-0.23961,-0.0557,3,Dimension 2,24580488
24580489,Quebec,0.3051,2.79878,-0.41639,0.06824,0.68893,5,Dimension 2,24580489
24580490,Quebec,-0.65529,-0.48141,-0.67913,-0.74481,-0.64016,1,Dimension 2,24580490
24580491,Quebec,-0.16012,-0.41059,-0.6221,-1.09172,-0.57113,1,Dimension 1,24580491
24580492,Quebec,-0.3649,-0.82526,-0.35988,-1.18099,-0.68276,1,Dimension 3,24580492
24580493,Quebec,-0.36701,-0.23242,-0.09013,-0.91266,-0.40056,2,Dimension 3,24580493
24580494,Quebec,-0.24337,-0.67524,0.09132,-0.07806,-0.22634,2,Dimension 3,24580494
24580495,Quebec,-0.69253,-0.08416,-0.24718,-0.8705,-0.47359,1,Dimension 2,24580495
24580496,Quebec,-0.35103,-0.38343,-0.8492,-1.03162,-0.65382,1,Dimension 1,24580496
24580497,Quebec,-0.34611,-0.42209,-0.91667,-0.4675,-0.53809,1,Dimension 1,24580497
24580498,Quebec,-0.5304,-0.0497,0.08274,-0.70171,-0.29977,2,Dimension 3,24580498
24580499,Quebec,-0.44541,-0.70324,-0.47087,-0.31192,-0.48286,1,Dimension 4,24580499
24580500,Quebec,-0.07681,-0.52982,-0.29522,-1.10337,-0.50131,1,Dimension 1,24580500
24580501,Quebec,-0.00131,0.32626,0.24997,-0.37254,0.05059,4,Dimension 2,24580501
24580502,Quebec,-0.19865,-0.28338,-0.5725,-1.05123,-0.52644,1,Dimension 1,24580502
24580503,Quebec,0.09227,0.50695,-0.8843,-0.06607,-0.08779,3,Dimension 2,24580503
24580504,Quebec,-0.23068,-0.34642,-0.32296,-0.07566,-0.24393,2,Dimension 4,24580504
24580505,Quebec,0.02539,-0.49941,-0.2414,-0.32252,-0.25948,2,Dimension 1,24580505
24580506,Quebec,-0.48027,-0.9519,-0.48656,-0.07219,-0.49773,1,Dimension 4,24580506
24580508,Quebec,-0.30228,0.56262,-0.50853,-0.68069,-0.23222,2,Dimension 2,24580508
24580509,Quebec,0.21674,-0.38964,-0.78997,-0.1841,-0.28674,2,Dimension 1,24580509
24580511,Quebec,-0.1686,1.04006,-0.06239,-0.79643,0.00316,3,Dimension 2,24580511
24580512,Quebec,-0.37156,-0.24285,-0.47432,-0.41371,-0.37561,2,Dimension 2,24580512
24580513,Quebec,-0.26907,-0.35677,-0.49685,-0.7912,-0.47847,1,Dimension 1,24580513
24580514,Quebec,-0.33294,-0.36245,-0.4425,0.628,-0.12747,3,Dimension 4,24580514
24580515,Quebec,-0.37113,-0.75704,-0.13782,-0.11045,-0.34411,2,Dimension 4,24580515
24580516,Quebec,-0.05709,-0.2058,-0.31905,-0.08022,-0.16554,3,Dimension 1,24580516
24580517,Quebec,0.7768,0.10988,-0.92326,0.26813,0.05789,4,Dimension 1,24580517
24580518,Quebec,0.14483,-0.55899,0.24717,-1.08224,-0.31231,2,Dimension 3,24580518
24580519,Quebec,0.11512,-0.19684,-0.56106,-1.45143,-0.52355,1,Dimension 1,24580519
24580520,Quebec,0.18867,-0.44445,-0.11511,-0.4414,-0.20307,3,Dimension 1,24580520
24580521,Quebec,0.57517,-0.11351,-0.31519,-0.45896,-0.07812,3,Dimension 1,24580521
24580522,Quebec,1.78889,-0.7491,0.41891,1.0207,0.61985,5,Dimension 1,24580522
24580523,Quebec,0.16789,-0.30163,-0.3058,0.19315,-0.0616,3,Dimension 4,24580523
24580526,Quebec,1.06746,0.5722,0.24627,-0.25973,0.40655,4,Dimension 1,24580526
24580527,Quebec,0.49765,0.35762,-0.52045,0.12572,0.11513,4,Dimension 1,24580527
24580528,Quebec,0.53713,0.71563,-0.35942,-0.92011,-0.00669,3,Dimension 2,24580528
24580529,Quebec,0.5473,0.28643,-0.22681,-1.24448,-0.15939,3,Dimension 1,24580529
24580530,Quebec,0.33883,0.41247,0.18519,-0.90683,0.00742,3,Dimension 2,24580530
24580531,Quebec,-0.14624,0.3752,-0.34314,-0.94307,-0.26431,2,Dimension 2,24580531
24580532,Quebec,1.46492,1.42695,-0.1793,-0.28434,0.60706,5,Dimension 1,24580532
24580533,Quebec,3.51806,-0.04346,1.18996,1.67742,1.5855,5,Dimension 1,24580533
24580534,Quebec,1.74123,1.36593,-1.14507,0.48947,0.61289,5,Dimension 1,24580534
24580535,Quebec,1.53468,-0.36787,-0.20694,0.40209,0.34049,4,Dimension 1,24580535
24580536,Quebec,-0.04129,0.6423,-1.89765,-0.41629,-0.42823,2,Dimension 2,24580536
24580537,Quebec,1.12668,0.45282,-0.3729,0.57165,0.44456,5,Dimension 1,24580537
24580538,Quebec,0.55509,0.19943,-0.58529,0.62194,0.19779,4,Dimension 4,24580538
24580539,Quebec,1.08536,0.17444,-0.3924,1.8182,0.6714,5,Dimension 4,24580539
24580540,Quebec,0.17881,-0.52237,-0.15886,0.02599,-0.11911,3,Dimension 1,24580540
24580541,Quebec,0.66271,0.05811,-0.20762,0.91329,0.35662,4,Dimension 4,24580541
24580542,Quebec,0.99817,0.14276,-0.18733,1.10274,0.51408,5,Dimension 4,24580542
24580543,Quebec,1.70263,0.51162,-0.75162,2.44303,0.97641,5,Dimension 4,24580543
24580544,Quebec,0.88733,3.00638,-0.76551,0.99532,1.03088,5,Dimension 2,24580544
24580545,Quebec,-0.04583,0.07692,-0.97765,-0.11753,-0.26602,2,Dimension 2,24580545
24580546,Quebec,-0.76058,-1.30961,-1.6381,-0.84115,-1.13736,1,Dimension 1,24580546
24580547,Quebec,-0.60558,-0.74893,-1.04926,-1.21507,-0.90471,1,Dimension 1,24580547
24580548,Quebec,-0.64054,-0.72245,-1.56445,-1.0494,-0.99421,1,Dimension 1,24580548
24580549,Quebec,-0.06046,-1.13093,-1.26646,-1.36459,-0.95561,1,Dimension 1,24580549
24580550,Quebec,-0.08739,-0.34308,-1.73591,-0.41242,-0.6447,1,Dimension 1,24580550
24580551,Quebec,0.3717,2.70259,-2.34854,0.70226,0.357,4,Dimension 2,24580551
24580552,Quebec,-0.09727,0.79979,-0.84665,0.1882,0.01101,3,Dimension 2,24580552
24580553,Quebec,-0.13564,-0.00584,-1.01566,-1.048,-0.55128,1,Dimension 2,24580553
24580554,Quebec,0.73172,0.61975,0.02574,0.54266,0.47997,5,Dimension 1,24580554
24580555,Quebec,2.21871,-0.2255,-0.37734,1.77149,0.84684,5,Dimension 1,24580555
24580556,Quebec,0.85729,-0.06599,-0.58892,1.22806,0.35761,4,Dimension 4,24580556
24580557,Quebec,-0.57573,-1.21965,-1.01283,-1.4214,-1.0574,1,Dimension 1,24580557
24580558,Quebec,-0.03104,1.65779,-1.63989,0.12927,0.02903,3,Dimension 2,24580558
24580559,Quebec,-0.48845,-0.51784,-1.28226,-1.54094,-0.95737,1,Dimension 1,24580559
24580560,Quebec,0.04186,0.92123,-1.70309,0.37887,-0.09028,3,Dimension 2,24580560
24580561,Quebec,0.32019,-0.06566,-0.40053,-0.27561,-0.1054,3,Dimension 1,24580561
24580562,Quebec,-0.24388,0.12409,-0.79929,-0.59344,-0.37813,2,Dimension 2,24580562
24580563,Quebec,-0.36822,-0.11157,-0.23231,-0.6045,-0.32915,2,Dimension 2,24580563
24580564,Quebec,-0.34048,-0.11385,-0.63745,-0.34726,-0.35976,2,Dimension 2,24580564
24580565,Quebec,-0.21434,-0.00072,-0.17249,0.60832,0.05519,4,Dimension 4,24580565
24580566,Quebec,0.07195,0.043,-0.59522,0.64604,0.04144,3,Dimension 4,24580566
24580567,Quebec,0.3056,-0.31994,0.15548,0.59379,0.18373,4,Dimension 4,24580567
24580568,Quebec,-0.37958,-0.49105,-0.9321,-0.22829,-0.50776,1,Dimension 4,24580568
24580569,Quebec,0.19203,-0.89052,0.20567,1.07775,0.14623,4,Dimension 4,24580569
24580570,Quebec,-0.37149,-1.21533,-1.31006,-1.1166,-1.00337,1,Dimension 1,24580570
24580571,Quebec,-0.61488,-0.90817,-1.09784,-1.90052,-1.13035,1,Dimension 1,24580571
24580572,Quebec,-0.72538,-0.86454,-0.93455,-0.71512,-0.8099,1,Dimension 4,24580572
24580573,Quebec,-0.61264,-0.78809,-1.71082,-0.93971,-1.01281,1,Dimension 1,24580573
24580574,Quebec,-0.73887,-0.47569,-1.02716,0.11512,-0.53165,1,Dimension 4,24580574
24580575,Quebec,-0.67102,-0.23962,-1.46384,-1.33015,-0.92616,1,Dimension 2,24580575
24580576,Quebec,-0.46288,0.72632,-1.43039,-0.58125,-0.43705,2,Dimension 2,24580576
24580577,Quebec,-0.18205,-0.42113,-0.7032,-0.02153,-0.33198,2,Dimension 4,24580577
24580578,Quebec,-0.18567,1.52067,-1.19011,-0.35565,-0.05269,3,Dimension 2,24580578
24580579,Quebec,-0.46625,0.17476,-1.09457,0.03435,-0.33793,2,Dimension 2,24580579
24580580,Quebec,0.04345,3.37321,-0.94284,0.7326,0.80161,5,Dimension 2,24580580
24580581,Quebec,-0.45635,-0.43347,-0.39427,-0.38104,-0.41629,2,Dimension 4,24580581
24580582,Quebec,-0.57207,-0.90639,-0.8441,0.13796,-0.54615,1,Dimension 4,24580582
24580583,Quebec,-0.37454,-0.47752,-1.01222,-0.30394,-0.54205,1,Dimension 4,24580583
24580584,Quebec,-0.76886,-0.03888,-0.81774,-0.37804,-0.50088,1,Dimension 2,24580584
24580585,Quebec,-0.58052,0.06911,-0.32407,-0.75023,-0.39643,2,Dimension 2,24580585
24580586,Quebec,-0.60723,-0.11733,-0.82424,-1.03549,-0.64607,1,Dimension 2,24580586
24580587,Quebec,-0.77234,0.04229,-1.03669,-0.66268,-0.60735,1,Dimension 2,24580587
24580588,Quebec,-0.57249,-0.83477,-1.27013,-0.22563,-0.72576,1,Dimension 4,24580588
24580589,Quebec,-0.81771,-1.36668,-0.67324,-0.50857,-0.84155,1,Dimension 4,24580589
