ï»¿Dissemination Area (DA),Province or territory,Dimension 1 Scores,Dimension 2 Scores,Dimension 3 Scores,Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension,da_str
24662366,Quebec,-0.38128,-0.73784,-0.87085,-0.55721,-0.63679,1,Dimension 1,24662366
24662367,Quebec,-0.29347,-0.71536,-0.76358,-0.38633,-0.53968,1,Dimension 1,24662367
24662368,Quebec,-0.31101,-0.39331,-1.00649,-1.06827,-0.69477,1,Dimension 1,24662368
24662369,Quebec,-0.13194,-0.09555,-0.93822,-0.73669,-0.4756,1,Dimension 2,24662369
24662370,Quebec,-0.01672,-0.21964,-0.76537,-0.77545,-0.44429,2,Dimension 1,24662370
24662371,Quebec,-0.06399,-0.93731,-0.70339,-0.87368,-0.64459,1,Dimension 1,24662371
24662372,Quebec,0.79379,-0.31897,-0.39231,-1.2833,-0.3002,2,Dimension 1,24662372
24662373,Quebec,-0.05938,-0.44211,-0.5324,-0.93084,-0.49118,1,Dimension 1,24662373
24662374,Quebec,0.28798,-0.33625,-0.48902,-0.9713,-0.37715,2,Dimension 1,24662374
24662375,Quebec,0.54314,-0.17733,0.18881,-0.18866,0.09149,4,Dimension 1,24662375
24662376,Quebec,0.0422,-0.12665,-0.3407,-0.30426,-0.18235,3,Dimension 1,24662376
24662377,Quebec,-0.01126,-0.16258,-0.10776,-0.41165,-0.17331,3,Dimension 1,24662377
24662378,Quebec,-0.021,-0.43209,0.0573,-0.90871,-0.32613,2,Dimension 3,24662378
24662379,Quebec,-0.16007,-0.73991,-0.59055,-1.05403,-0.63614,1,Dimension 1,24662379
24662380,Quebec,0.10774,-0.29075,-0.28086,-1.25364,-0.42938,2,Dimension 1,24662380
24662381,Quebec,0.82951,-0.13052,-0.08257,-0.61987,-0.00086,3,Dimension 1,24662381
24662382,Quebec,-0.07598,-0.26073,-0.79425,-1.37412,-0.62627,1,Dimension 1,24662382
24662383,Quebec,1.1372,-0.2996,0.46049,-1.01462,0.07087,4,Dimension 1,24662383
24662384,Quebec,0.34176,-0.10647,-0.37714,-0.83159,-0.24336,2,Dimension 1,24662384
24662385,Quebec,0.20855,0.27275,-0.16306,-1.31578,-0.24938,2,Dimension 2,24662385
24662386,Quebec,0.57391,-0.86179,-0.08746,-1.25839,-0.40843,2,Dimension 1,24662386
24662387,Quebec,2.46713,-0.84976,0.37115,1.23883,0.80684,5,Dimension 1,24662387
24662388,Quebec,0.15159,-0.45046,-0.89827,-0.88983,-0.52174,1,Dimension 1,24662388
24662389,Quebec,-0.06047,-0.38523,-0.53732,-0.69181,-0.41871,2,Dimension 1,24662389
24662390,Quebec,0.18281,-1.22099,-0.47005,-0.32117,-0.45735,1,Dimension 1,24662390
24662391,Quebec,0.76287,-0.46291,-0.38578,0.47293,0.09678,4,Dimension 1,24662391
24662392,Quebec,1.45211,0.36766,-0.33764,0.40494,0.47177,5,Dimension 1,24662392
24662393,Quebec,-0.31861,-0.26996,-0.58835,-1.33649,-0.62835,1,Dimension 2,24662393
24662394,Quebec,0.44757,2.62836,-1.33848,-0.0462,0.42281,5,Dimension 2,24662394
24662395,Quebec,-0.43201,-0.59223,-0.83127,-0.4447,-0.57505,1,Dimension 1,24662395
24662396,Quebec,-0.35871,-0.44122,-0.85045,-0.74118,-0.59789,1,Dimension 1,24662396
24662397,Quebec,0.04196,0.07733,-0.75897,-0.80398,-0.36092,2,Dimension 2,24662397
24662398,Quebec,0.59399,0.07687,-0.89496,-0.07243,-0.07413,3,Dimension 1,24662398
24662399,Quebec,0.89973,-0.18254,-0.80892,0.39495,0.0758,4,Dimension 1,24662399
24662400,Quebec,0.46588,-0.35911,-0.4258,-0.47645,-0.19887,3,Dimension 1,24662400
24662401,Quebec,0.18987,0.43258,-0.75507,-1.02054,-0.28829,2,Dimension 2,24662401
24662402,Quebec,0.49689,-0.6699,-0.68478,0.43257,-0.10631,3,Dimension 1,24662402
24662403,Quebec,0.23402,-0.4968,-0.02016,-0.7006,-0.24589,2,Dimension 1,24662403
24662404,Quebec,2.03691,-0.61104,0.99236,-0.05609,0.59054,5,Dimension 1,24662404
24662405,Quebec,1.32551,-0.09289,0.49027,0.29951,0.5056,5,Dimension 1,24662405
24662408,Quebec,0.44493,-0.42291,-0.18608,-1.27491,-0.35975,2,Dimension 1,24662408
24662409,Quebec,0.72655,-0.24242,-0.21109,-1.1426,-0.21739,2,Dimension 1,24662409
24662410,Quebec,0.14095,-0.2537,-0.7175,-1.10681,-0.48426,1,Dimension 1,24662410
24662411,Quebec,1.8868,-0.70705,0.36727,0.79319,0.58505,5,Dimension 1,24662411
24662412,Quebec,1.10413,-0.69558,0.19116,0.17128,0.19275,4,Dimension 1,24662412
24662413,Quebec,0.64318,-0.10083,-0.0866,-0.03302,0.10568,4,Dimension 1,24662413
24662414,Quebec,1.16502,0.263,-0.38244,-0.24926,0.19908,4,Dimension 1,24662414
24662415,Quebec,0.97226,-0.33968,-0.38068,-0.59051,-0.08465,3,Dimension 1,24662415
24662416,Quebec,0.41216,-0.17674,0.20322,-0.52494,-0.02158,3,Dimension 1,24662416
24662417,Quebec,0.55952,-0.05253,-0.61267,-0.5948,-0.17512,3,Dimension 1,24662417
24662418,Quebec,1.63097,-1.24254,0.44853,-0.25364,0.14583,4,Dimension 1,24662418
24662419,Quebec,3.21246,-1.16449,1.63414,1.67895,1.34026,5,Dimension 1,24662419
24662420,Quebec,1.1277,0.04596,-0.7061,-0.28631,0.04531,3,Dimension 1,24662420
24662421,Quebec,-0.01715,-0.33914,-0.01642,-0.42421,-0.19923,3,Dimension 3,24662421
24662422,Quebec,-0.05786,-0.55833,-0.41419,-0.60533,-0.40893,2,Dimension 1,24662422
24662423,Quebec,-0.30892,-0.83178,-0.74891,-1.40803,-0.82441,1,Dimension 1,24662423
24662424,Quebec,-0.56597,-0.2377,-0.96625,-1.04098,-0.70272,1,Dimension 2,24662424
24662425,Quebec,-0.47627,-0.50086,-0.64853,-0.6598,-0.57136,1,Dimension 1,24662425
24662426,Quebec,0.38245,-0.30816,-1.37581,1.08158,-0.05498,3,Dimension 4,24662426
24662427,Quebec,-0.31938,-0.44885,-0.69352,-0.71236,-0.54353,1,Dimension 1,24662427
24662428,Quebec,0.15196,0.91141,-0.13292,0.87558,0.45151,5,Dimension 2,24662428
24662429,Quebec,-0.23103,-0.25654,-1.00626,-0.51905,-0.50322,1,Dimension 1,24662429
24662430,Quebec,0.32619,-0.51689,0.26962,0.33608,0.10375,4,Dimension 4,24662430
24662431,Quebec,-0.16393,0.87958,-0.68812,-0.62887,-0.15033,3,Dimension 2,24662431
24662432,Quebec,-0.18495,-0.6081,-0.46877,-0.42485,-0.42167,2,Dimension 1,24662432
24662433,Quebec,1.0076,-0.54689,1.17266,0.55589,0.54731,5,Dimension 3,24662433
24662434,Quebec,0.27982,-0.21466,-0.04991,-0.54511,-0.13246,3,Dimension 1,24662434
24662435,Quebec,0.17541,-0.65756,-0.91115,-0.60996,-0.50081,1,Dimension 1,24662435
24662436,Quebec,-0.62559,-1.34084,-0.89672,-1.92781,-1.19774,1,Dimension 1,24662436
24662439,Quebec,1.04256,2.76607,-1.45957,1.52517,0.96856,5,Dimension 2,24662439
24662440,Quebec,1.12935,1.60426,-1.595,0.93335,0.51799,5,Dimension 2,24662440
24662442,Quebec,1.74717,0.07755,-0.6529,1.25444,0.60656,5,Dimension 1,24662442
24662444,Quebec,0.69413,0.9905,-0.91278,-0.70404,0.01696,3,Dimension 2,24662444
24662445,Quebec,2.16574,1.75171,-0.92614,0.67144,0.91569,5,Dimension 1,24662445
24662447,Quebec,0.68671,-0.63905,1.18487,-0.99614,0.0591,4,Dimension 3,24662447
24662448,Quebec,3.48447,-0.96793,0.55328,1.57764,1.16186,5,Dimension 1,24662448
24662449,Quebec,0.4778,0.35711,-0.31802,-0.85003,-0.08328,3,Dimension 1,24662449
24662450,Quebec,1.56189,-1.17328,0.06614,-0.16191,0.07321,4,Dimension 1,24662450
24662452,Quebec,2.00336,0.32648,-0.61087,1.07984,0.6997,5,Dimension 1,24662452
24662453,Quebec,2.46963,1.39555,-0.20119,0.96762,1.1579,5,Dimension 1,24662453
24662454,Quebec,2.15312,1.6735,-0.8938,1.12811,1.01523,5,Dimension 1,24662454
24662455,Quebec,1.07418,-0.0521,0.54888,-0.57539,0.24889,4,Dimension 1,24662455
24662456,Quebec,1.70647,-0.64871,0.5278,-0.19926,0.34657,4,Dimension 1,24662456
24662457,Quebec,0.94833,0.26143,0.1789,-1.52039,-0.03293,3,Dimension 1,24662457
24662458,Quebec,0.51913,0.9296,0.87023,-1.76876,0.13755,4,Dimension 2,24662458
24662459,Quebec,0.57932,-0.53466,-0.72888,-1.33778,-0.5055,1,Dimension 1,24662459
24662460,Quebec,-0.25924,-0.88413,-0.85582,-1.57282,-0.893,1,Dimension 1,24662460
24662461,Quebec,0.29185,-0.75821,-0.68847,-1.84786,-0.75067,1,Dimension 1,24662461
24662463,Quebec,1.23775,1.40619,-1.68397,-0.043,0.22924,4,Dimension 2,24662463
24662465,Quebec,0.92146,0.14113,-0.11052,-1.01074,-0.01467,3,Dimension 1,24662465
24662466,Quebec,1.17319,-0.2616,-0.07676,-0.70515,0.03242,3,Dimension 1,24662466
24662467,Quebec,-0.45426,0.09811,-1.20935,-1.56999,-0.78387,1,Dimension 2,24662467
24662468,Quebec,-0.10147,-0.56127,-0.92933,-0.61566,-0.55193,1,Dimension 1,24662468
24662469,Quebec,-0.21468,-0.36326,-0.67154,-1.38746,-0.65923,1,Dimension 1,24662469
24662470,Quebec,0.01384,-0.33725,-0.52254,-1.8049,-0.66272,1,Dimension 1,24662470
24662471,Quebec,0.24505,0.11549,-0.28343,-0.50472,-0.1069,3,Dimension 1,24662471
24662472,Quebec,0.78797,-0.21485,-0.51364,-0.38295,-0.08087,3,Dimension 1,24662472
24662473,Quebec,0.86885,0.03396,0.49497,-0.81374,0.14601,4,Dimension 1,24662473
24662474,Quebec,0.69021,-0.62518,-0.55342,-0.65789,-0.28657,2,Dimension 1,24662474
24662475,Quebec,0.72397,-0.16463,0.24248,0.29306,0.27372,4,Dimension 1,24662475
24662476,Quebec,1.17898,-0.54029,-0.14518,-0.03106,0.11561,4,Dimension 1,24662476
24662477,Quebec,0.35496,-0.13077,-0.44928,-0.3237,-0.1372,3,Dimension 1,24662477
24662478,Quebec,2.75853,-0.11193,1.31956,1.34226,1.3271,5,Dimension 1,24662478
24662479,Quebec,0.18353,-0.56881,-0.89435,-0.58459,-0.46605,1,Dimension 1,24662479
24662480,Quebec,0.15145,0.20093,-0.95532,-0.33939,-0.23558,2,Dimension 2,24662480
24662483,Quebec,2.36814,-0.95594,0.79903,0.4978,0.67726,5,Dimension 1,24662483
24662484,Quebec,1.88764,-1.23329,0.6992,1.25606,0.6524,5,Dimension 1,24662484
24662485,Quebec,2.03958,2.9523,1.29009,-0.33977,1.48555,5,Dimension 2,24662485
24662486,Quebec,2.04923,-0.37683,0.67186,0.72597,0.76756,5,Dimension 1,24662486
24662489,Quebec,1.7898,-0.70048,0.88171,-0.01836,0.48817,5,Dimension 1,24662489
24662490,Quebec,1.70197,-0.37988,0.92292,-0.46275,0.44557,5,Dimension 1,24662490
24662491,Quebec,3.02044,-1.11978,0.72916,1.14351,0.94333,5,Dimension 1,24662491
24662492,Quebec,2.98039,-1.42773,1.89002,2.07718,1.37997,5,Dimension 1,24662492
24662493,Quebec,1.39087,0.25355,0.47851,-0.47132,0.4129,5,Dimension 1,24662493
24662494,Quebec,1.47941,-0.06453,0.72475,-0.3502,0.44736,5,Dimension 1,24662494
24662495,Quebec,0.92424,0.79019,0.2817,-1.96175,0.00859,3,Dimension 1,24662495
24662496,Quebec,1.44738,0.29404,0.24956,-2.55057,-0.1399,3,Dimension 1,24662496
24662497,Quebec,1.45646,1.05558,0.26678,-2.81176,-0.00824,3,Dimension 1,24662497
24662498,Quebec,0.98103,-0.05258,0.46512,-2.01046,-0.15422,3,Dimension 1,24662498
24662499,Quebec,0.82541,0.66327,-0.93125,-1.36962,-0.20305,3,Dimension 1,24662499
24662500,Quebec,1.33828,-0.0193,0.30786,-0.19976,0.35677,4,Dimension 1,24662500
24662501,Quebec,1.14626,-0.66331,-0.05124,0.03442,0.11653,4,Dimension 1,24662501
24662502,Quebec,2.57442,-0.6296,1.14713,1.40134,1.12333,5,Dimension 1,24662502
24662503,Quebec,3.09589,-1.17606,0.61259,1.80385,1.08407,5,Dimension 1,24662503
24662504,Quebec,0.81372,0.3419,0.65086,-1.50168,0.0762,4,Dimension 1,24662504
24662505,Quebec,1.21762,-0.13654,-0.24633,-0.98431,-0.03739,3,Dimension 1,24662505
24662506,Quebec,-0.41341,0.54062,-1.07347,-0.75384,-0.42502,2,Dimension 2,24662506
24662507,Quebec,0.16123,-0.28399,-0.14127,-0.9261,-0.29753,2,Dimension 1,24662507
24662508,Quebec,0.52011,0.3487,-0.835,-0.85819,-0.20609,2,Dimension 1,24662508
24662509,Quebec,0.58217,-0.10572,-0.15557,-1.11829,-0.19935,3,Dimension 1,24662509
24662510,Quebec,0.79655,-0.32912,-0.64837,-0.33601,-0.12924,3,Dimension 1,24662510
24662511,Quebec,1.01466,0.33277,0.19996,0.04456,0.39799,4,Dimension 1,24662511
24662512,Quebec,0.65218,0.45527,-0.42048,-0.47976,0.0518,4,Dimension 1,24662512
24662513,Quebec,0.99741,-0.28633,-0.55499,0.23757,0.09842,4,Dimension 1,24662513
24662515,Quebec,1.14951,0.257,0.64145,-0.39971,0.41206,5,Dimension 1,24662515
24662516,Quebec,1.61125,-0.76013,0.54203,0.09631,0.37236,4,Dimension 1,24662516
24662518,Quebec,-0.23335,1.35285,-1.47323,-0.93194,-0.32142,2,Dimension 2,24662518
24662519,Quebec,-0.3912,-0.90368,-1.61484,-1.58403,-1.12343,1,Dimension 1,24662519
24662520,Quebec,-0.42087,-0.42801,-0.99479,-1.12608,-0.74244,1,Dimension 1,24662520
24662521,Quebec,-0.33594,0.09105,-1.16959,-0.46718,-0.47042,1,Dimension 2,24662521
24662522,Quebec,-0.31916,0.49003,-0.58245,-0.13408,-0.13642,3,Dimension 2,24662522
24662523,Quebec,0.19236,-0.7497,0.3599,-0.01684,-0.05357,3,Dimension 3,24662523
24662524,Quebec,0.90021,-0.85324,-0.69648,0.06485,-0.14617,3,Dimension 1,24662524
24662525,Quebec,0.65399,-0.34687,-0.82727,0.12256,-0.0994,3,Dimension 1,24662525
24662526,Quebec,-0.21537,1.35572,-1.33144,-0.3395,-0.13265,3,Dimension 2,24662526
24662527,Quebec,1.27424,-0.51684,-0.48342,0.96052,0.30863,4,Dimension 1,24662527
24662528,Quebec,-0.03198,1.05627,-1.94662,-0.28811,-0.30261,2,Dimension 2,24662528
24662529,Quebec,1.51654,1.02762,-0.14266,1.51939,0.98022,5,Dimension 4,24662529
24662530,Quebec,0.05581,0.21312,-0.53561,-0.77569,-0.26059,2,Dimension 2,24662530
24662531,Quebec,0.02849,-0.69024,-0.78158,-0.36734,-0.45266,1,Dimension 1,24662531
24662532,Quebec,0.81799,-0.52989,-1.27115,0.65733,-0.08143,3,Dimension 1,24662532
24662533,Quebec,1.07861,-1.56913,1.04053,2.23468,0.69617,5,Dimension 4,24662533
24662534,Quebec,0.46183,-0.90415,-1.04068,0.01708,-0.36648,2,Dimension 1,24662534
24662535,Quebec,0.0443,-0.52537,-0.78235,-0.40016,-0.4159,2,Dimension 1,24662535
24662536,Quebec,-0.05425,-0.37363,-0.85753,-0.83349,-0.52972,1,Dimension 1,24662536
24662537,Quebec,-0.3437,-0.04017,-1.10526,-0.69124,-0.54509,1,Dimension 2,24662537
24662538,Quebec,0.15432,0.13866,-0.27552,0.41255,0.1075,4,Dimension 4,24662538
24662539,Quebec,0.62837,-0.42718,-0.35974,-0.4406,-0.14979,3,Dimension 1,24662539
24662540,Quebec,1.88523,-0.78009,0.84662,0.96283,0.72865,5,Dimension 1,24662540
24662541,Quebec,-0.25998,-0.84565,-0.99925,-0.80048,-0.72634,1,Dimension 1,24662541
24662542,Quebec,2.29643,-0.12699,-0.86152,1.34685,0.6637,5,Dimension 1,24662542
24662543,Quebec,1.28437,-0.05966,-0.43287,0.48623,0.31952,4,Dimension 1,24662543
24662544,Quebec,2.59645,0.06342,0.19162,0.92526,0.94418,5,Dimension 1,24662544
24662545,Quebec,1.27992,0.84711,0.55794,-0.74245,0.48563,5,Dimension 1,24662545
24662546,Quebec,2.3575,0.48606,-0.89174,0.86076,0.70314,5,Dimension 1,24662546
24662547,Quebec,2.1488,1.89987,-1.16386,0.62699,0.87795,5,Dimension 1,24662547
24662548,Quebec,0.19265,0.44675,-0.75039,-1.28677,-0.34944,2,Dimension 2,24662548
24662549,Quebec,0.32055,0.06059,-0.61703,-1.1636,-0.34987,2,Dimension 1,24662549
24662550,Quebec,1.55105,1.65827,0.38464,-1.18785,0.60153,5,Dimension 2,24662550
24662551,Quebec,0.67263,0.07044,-0.3538,-0.55243,-0.04079,3,Dimension 1,24662551
24662552,Quebec,1.28565,0.32587,0.05485,-0.65769,0.25217,4,Dimension 1,24662552
24662553,Quebec,0.41758,-0.19439,-0.29773,-1.07905,-0.2884,2,Dimension 1,24662553
24662554,Quebec,1.26855,1.26603,-0.37616,-0.63614,0.38057,4,Dimension 1,24662554
24662555,Quebec,1.67237,0.13217,0.33793,-0.28009,0.46559,5,Dimension 1,24662555
24662556,Quebec,1.11605,0.79983,-0.45989,-1.06608,0.09748,4,Dimension 1,24662556
24662557,Quebec,1.55231,1.6054,0.11415,-0.50942,0.69061,5,Dimension 2,24662557
24662558,Quebec,1.43208,0.464,-0.05132,-0.2824,0.39059,4,Dimension 1,24662558
24662559,Quebec,2.48543,0.65134,1.0576,0.21958,1.10349,5,Dimension 1,24662559
24662560,Quebec,1.38131,2.18685,0.00843,0.9409,1.12937,5,Dimension 2,24662560
24662561,Quebec,1.8973,0.85765,0.11685,-0.2647,0.65178,5,Dimension 1,24662561
24662562,Quebec,0.60413,0.79004,-0.05567,-0.41762,0.23022,4,Dimension 2,24662562
24662563,Quebec,0.72752,0.37156,-0.25607,-0.34949,0.12338,4,Dimension 1,24662563
24662564,Quebec,0.52094,-0.36257,-0.3645,-1.0032,-0.30233,2,Dimension 1,24662564
24662565,Quebec,0.63978,0.71313,0.05296,-0.17066,0.3088,4,Dimension 2,24662565
24662566,Quebec,0.06329,0.17798,-0.24421,-0.42437,-0.10683,3,Dimension 2,24662566
24662567,Quebec,0.84357,-0.00857,0.24292,-0.64116,0.10919,4,Dimension 1,24662567
24662568,Quebec,0.02532,0.85475,-0.8547,-1.2395,-0.30353,2,Dimension 2,24662568
24662569,Quebec,0.92097,-0.42438,-0.0886,-0.74113,-0.08329,3,Dimension 1,24662569
24662570,Quebec,0.99137,0.47949,-0.36329,-0.97466,0.03323,3,Dimension 1,24662570
24662571,Quebec,1.27807,0.22488,0.04189,-0.39503,0.28745,4,Dimension 1,24662571
24662572,Quebec,0.33759,-0.61197,-0.2085,-0.0174,-0.12507,3,Dimension 1,24662572
24662573,Quebec,0.87084,-0.67513,-0.22595,0.49023,0.115,4,Dimension 1,24662573
24662574,Quebec,-0.23655,0.55855,-0.91628,-0.14958,-0.18597,3,Dimension 2,24662574
24662575,Quebec,1.18522,0.36095,-1.28324,0.57921,0.21054,4,Dimension 1,24662575
24662576,Quebec,0.65648,-0.25188,-0.72791,0.01589,-0.07685,3,Dimension 1,24662576
24662577,Quebec,0.46285,-0.74759,-0.47615,0.2068,-0.13852,3,Dimension 1,24662577
24662578,Quebec,-0.16372,0.63203,-0.70485,-0.04385,-0.0701,3,Dimension 2,24662578
24662579,Quebec,-0.42232,-0.67902,-0.86948,-0.23964,-0.55261,1,Dimension 4,24662579
24662580,Quebec,-0.40511,-0.11976,-1.05524,-0.20832,-0.44711,2,Dimension 2,24662580
24662581,Quebec,-0.26491,0.33086,-0.72461,0.21294,-0.11143,3,Dimension 2,24662581
24662582,Quebec,-0.17367,-0.10354,-1.09664,-0.21141,-0.39631,2,Dimension 2,24662582
24662583,Quebec,-0.43697,-0.6027,-1.05518,-0.7637,-0.71464,1,Dimension 1,24662583
24662584,Quebec,-0.06702,-1.19263,-0.73613,0.13865,-0.46428,1,Dimension 4,24662584
24662585,Quebec,0.37328,0.56123,0.03863,-0.87486,0.02457,3,Dimension 2,24662585
24662586,Quebec,-0.02197,0.07464,-0.60797,-0.46776,-0.25577,2,Dimension 2,24662586
24662587,Quebec,0.62251,0.38834,-0.50167,0.33957,0.21219,4,Dimension 1,24662587
24662588,Quebec,0.81959,-0.00778,-0.18922,0.15693,0.19488,4,Dimension 1,24662588
24662589,Quebec,-0.22951,0.22871,-0.92739,-1.238,-0.54155,1,Dimension 2,24662589
24662590,Quebec,0.6518,-0.90129,0.56179,-0.00675,0.07639,4,Dimension 1,24662590
24662591,Quebec,-0.79301,0.31321,-0.90239,-1.10676,-0.62224,1,Dimension 2,24662591
24662592,Quebec,-0.04399,0.17257,-1.02279,-0.82041,-0.42865,2,Dimension 2,24662592
24662593,Quebec,-0.45874,-0.42255,-1.10665,-0.57346,-0.64035,1,Dimension 2,24662593
24662594,Quebec,-0.75583,0.04612,-0.61614,-0.58764,-0.47837,1,Dimension 2,24662594
24662595,Quebec,0.49408,7.62841,-2.91495,-0.09931,1.27706,5,Dimension 2,24662595
24662598,Quebec,0.94273,-0.3704,-0.51415,-0.51229,-0.11353,3,Dimension 1,24662598
24662599,Quebec,0.28339,-0.60647,-0.71299,-0.22406,-0.31503,2,Dimension 1,24662599
24662600,Quebec,-0.4111,-0.50128,-1.27058,-0.74445,-0.73185,1,Dimension 1,24662600
24662601,Quebec,0.92485,0.05818,-0.67684,0.51186,0.20451,4,Dimension 1,24662601
24662602,Quebec,-0.25473,0.94369,-1.51965,-0.88687,-0.42939,2,Dimension 2,24662602
24662603,Quebec,0.52599,0.46697,-1.47527,0.56211,0.01995,3,Dimension 4,24662603
24662604,Quebec,-0.51146,-1.24986,-0.27046,0.15564,-0.46904,1,Dimension 4,24662604
24662605,Quebec,0.72718,-0.95464,-0.2554,0.51664,0.00844,3,Dimension 1,24662605
24662606,Quebec,0.83458,-1.02082,-1.34399,1.02903,-0.1253,3,Dimension 4,24662606
24662607,Quebec,1.00552,1.02636,-0.30932,2.39956,1.03053,5,Dimension 4,24662607
24662608,Quebec,-0.19987,-1.2642,-0.65403,0.00925,-0.52721,1,Dimension 4,24662608
24662609,Quebec,0.00899,-1.36394,0.24734,-0.03772,-0.28633,2,Dimension 3,24662609
24662610,Quebec,0.45004,-0.83377,-0.49662,-0.07376,-0.23853,2,Dimension 1,24662610
24662611,Quebec,0.37188,0.29022,-0.11096,0.47818,0.25733,4,Dimension 4,24662611
24662612,Quebec,0.31602,-1.23661,-0.47254,0.25712,-0.284,2,Dimension 1,24662612
24662613,Quebec,0.11088,0.39646,-0.54152,-0.70964,-0.18596,3,Dimension 2,24662613
24662614,Quebec,0.19512,-0.36482,-0.65277,0.38496,-0.10938,3,Dimension 4,24662614
24662615,Quebec,0.51536,-0.83335,-0.22682,0.00119,-0.1359,3,Dimension 1,24662615
24662616,Quebec,-0.29395,-0.73048,-0.85877,0.20058,-0.42065,2,Dimension 4,24662616
24662617,Quebec,0.59893,0.36782,1.01982,-0.73203,0.31364,4,Dimension 3,24662617
24662618,Quebec,-0.02912,0.56221,-0.76084,-0.98622,-0.30349,2,Dimension 2,24662618
24662619,Quebec,1.39758,0.48356,0.69101,0.01314,0.64632,5,Dimension 1,24662619
24662620,Quebec,0.79954,-0.82212,1.20392,0.16547,0.3367,4,Dimension 3,24662620
24662621,Quebec,0.62252,-0.63407,0.00036,0.28959,0.0696,4,Dimension 1,24662621
24662622,Quebec,0.72758,-0.24634,0.45265,0.55027,0.37104,4,Dimension 1,24662622
24662623,Quebec,0.68824,0.22411,0.18002,-0.25477,0.2094,4,Dimension 1,24662623
24662624,Quebec,0.90846,-0.03846,0.35795,0.27854,0.37662,4,Dimension 1,24662624
24662625,Quebec,1.11523,-0.17624,0.40392,-0.23094,0.27799,4,Dimension 1,24662625
24662626,Quebec,1.50785,1.54791,1.01686,0.22495,1.07439,5,Dimension 2,24662626
24662627,Quebec,1.22457,-0.37694,1.28598,-0.04858,0.52126,5,Dimension 3,24662627
24662628,Quebec,1.92675,-0.13313,1.57738,-0.20931,0.79042,5,Dimension 1,24662628
24662629,Quebec,1.16272,0.46002,0.52057,-0.63576,0.37689,4,Dimension 1,24662629
24662630,Quebec,2.03505,0.02562,1.44823,-0.77526,0.68341,5,Dimension 1,24662630
24662631,Quebec,1.50019,0.57909,0.64516,-1.24078,0.37092,4,Dimension 1,24662631
24662632,Quebec,1.66977,-0.07902,1.47652,0.17365,0.81023,5,Dimension 1,24662632
24662633,Quebec,1.71407,-0.18153,0.86698,0.3624,0.69048,5,Dimension 1,24662633
24662634,Quebec,0.95241,0.36738,0.47313,0.23578,0.50717,5,Dimension 1,24662634
24662635,Quebec,1.18651,-0.412,1.26088,-1.49517,0.13506,4,Dimension 3,24662635
24662636,Quebec,1.18404,0.4355,1.17798,-1.28246,0.37877,4,Dimension 1,24662636
24662637,Quebec,1.80439,-0.09797,0.64534,-0.73669,0.40377,4,Dimension 1,24662637
24662638,Quebec,1.75549,1.14306,1.0733,0.0777,1.01239,5,Dimension 1,24662638
24662639,Quebec,0.80486,2.05231,-0.21683,0.19893,0.70982,5,Dimension 2,24662639
24662640,Quebec,0.89162,0.84166,0.29507,-1.12682,0.22538,4,Dimension 1,24662640
24662641,Quebec,0.98234,0.4621,0.02433,-0.45165,0.25428,4,Dimension 1,24662641
24662642,Quebec,0.8355,-0.24916,0.63556,-0.45818,0.19093,4,Dimension 1,24662642
24662643,Quebec,1.16065,-0.51036,-0.07475,-0.00555,0.1425,4,Dimension 1,24662643
24662644,Quebec,0.80487,0.31241,-0.79026,0.11878,0.11145,4,Dimension 1,24662644
24662645,Quebec,0.55933,0.78162,-1.11742,-0.25518,-0.00791,3,Dimension 2,24662645
24662646,Quebec,0.23015,1.80793,-0.51972,-0.39926,0.27978,4,Dimension 2,24662646
24662647,Quebec,0.05233,-0.28519,-0.80253,-0.54769,-0.39577,2,Dimension 1,24662647
24662648,Quebec,0.22087,0.11685,-0.95037,0.15032,-0.11558,3,Dimension 1,24662648
24662649,Quebec,0.53141,1.1236,-0.32946,-0.85203,0.11838,4,Dimension 2,24662649
24662650,Quebec,0.67258,-0.56641,-0.98548,-0.12978,-0.25227,2,Dimension 1,24662650
24662651,Quebec,1.64873,-0.11822,0.33861,0.70658,0.64393,5,Dimension 1,24662651
24662652,Quebec,0.12826,0.13749,-1.21212,-0.72523,-0.4179,2,Dimension 2,24662652
24662653,Quebec,0.86326,0.37175,0.16836,0.54041,0.48594,5,Dimension 1,24662653
24662654,Quebec,-0.01234,0.26836,-0.83184,-0.38729,-0.24078,2,Dimension 2,24662654
24662655,Quebec,0.64795,-0.61522,-0.396,0.03085,-0.0831,3,Dimension 1,24662655
24662656,Quebec,1.49405,-0.05565,-0.06903,1.00083,0.59255,5,Dimension 1,24662656
24662657,Quebec,1.28532,-0.29233,0.63536,1.07923,0.6769,5,Dimension 1,24662657
24662658,Quebec,0.14453,5.0004,-1.61466,-0.82126,0.67726,5,Dimension 2,24662658
24662659,Quebec,1.87266,0.66641,0.23289,1.29539,1.01684,5,Dimension 1,24662659
24662660,Quebec,0.91468,0.66305,0.31152,-0.23134,0.41448,5,Dimension 1,24662660
24662661,Quebec,1.09379,-0.50271,1.05051,-0.05427,0.39683,4,Dimension 1,24662661
24662662,Quebec,1.11865,-0.20151,0.76724,0.21393,0.47458,5,Dimension 1,24662662
24662663,Quebec,1.17897,2.89057,-0.33403,0.58981,1.08133,5,Dimension 2,24662663
