ct_code,dguid,geo_name,population_2021,low_income_pct,seniors_65plus_pct,recent_immigrant_pct,no_official_language_pct,shelter_cost_burden_pct,indigenous_identity_pct,indigenous_identity_count,total_indigenous_identity_universe
4620651.01,2021S05074620651.01,4620651.01,6460,8.8,18.7,5.03,3.87,14.74,0.85,55,6460
4620651.02,2021S05074620651.02,4620651.02,8319,5,10.8,2.94,3.85,12.74,0.18,15,8325
4620652.01,2021S05074620652.01,4620652.01,9150,6.4,18.5,2.17,1.74,22.96,0.33,30,8990
4620652.04,2021S05074620652.04,4620652.04,4218,4.9,16.6,4.84,1.66,9.32,0.45,20,4450
4620652.06,2021S05074620652.06,4620652.06,4020,4,11.2,3.49,1,10.27,1.62,65,4010
4620652.07,2021S05074620652.07,4620652.07,9603,4.5,11.6,2.45,1.72,14.63,0.16,15,9585
4620652.08,2021S05074620652.08,4620652.08,5115,5.2,8.7,3.39,2.45,14.06,0.21,10,4865
4620652.09,2021S05074620652.09,4620652.09,4257,6.5,8.7,3.7,3.76,16.02,0.0,0,4190
4620653,2021S05074620653.00,4620653,941,4.8,22.8,0,0,14.29,0.0,0,975
4620654,2021S05074620654.00,4620654,879,5.2,27.8,2.16,0,14.86,1.62,15,925
4620655.01,2021S05074620655.01,4620655.01,4328,9.4,15.9,1.32,1.04,18.48,3.96,165,4165
4620655.02,2021S05074620655.02,4620655.02,6706,7.5,14.6,2.64,1.06,11.4,1.44,95,6615
4620656.01,2021S05074620656.01,4620656.01,8223,8.9,26.3,3.32,1.24,25.66,1.37,105,7680
4620656.03,2021S05074620656.03,4620656.03,3826,6,15.6,2.77,1.19,8.45,1.45,55,3785
4620656.04,2021S05074620656.04,4620656.04,7473,3.2,9.2,3.34,2.41,14.13,0.4,30,7470
4620657.01,2021S05074620657.01,4620657.01,3659,8.5,18.3,3.12,2.19,16.32,1.28,45,3525
4620657.02,2021S05074620657.02,4620657.02,5768,6.1,17.1,2.71,1.56,12.24,1.02,60,5905
4620657.03,2021S05074620657.03,4620657.03,4354,4.4,13,2.53,2.53,8.42,0.23,10,4350
4620658.01,2021S05074620658.01,4620658.01,4427,6.6,22.2,4.66,1.81,13.41,0.57,25,4395
4620658.02,2021S05074620658.02,4620658.02,3198,4.3,22.5,2.33,1.25,5.04,0.78,25,3225
4620658.03,2021S05074620658.03,4620658.03,8160,4.8,15.9,2.88,1.16,11.57,0.92,75,8160
4620659.04,2021S05074620659.04,4620659.04,4910,2,7.8,1.31,1.22,9.01,0.2,10,4970
4620659.05,2021S05074620659.05,4620659.05,7349,2.8,14.8,2.04,0.75,6.41,0.95,70,7350
4620659.06,2021S05074620659.06,4620659.06,4134,9.2,27.8,1.49,0.63,22.8,1.24,50,4030
4620659.08,2021S05074620659.08,4620659.08,6542,3.9,11.9,1.63,1.01,9.89,0.78,50,6450
4620659.09,2021S05074620659.09,4620659.09,3587,2.5,5,2.94,2.65,10.2,0.28,10,3575
4620659.1,2021S05074620659.10,4620659.1,3594,0.8,7,2.02,1.11,6.5,0.43,15,3465
4620659.11,2021S05074620659.11,4620659.11,7292,7,16.4,3.53,0.84,13.1,0.63,45,7095
4620660.01,2021S05074620660.01,4620660.01,5373,2.9,11.5,1.49,1.3,8.06,0.47,25,5365
4620660.02,2021S05074620660.02,4620660.02,5586,6.2,19.1,2.42,1.34,14.94,1.25,70,5580
4620660.03,2021S05074620660.03,4620660.03,7456,5.3,17.6,0.82,0.68,11.64,0.75,55,7330
4620661.01,2021S05074620661.01,4620661.01,9732,5.2,12.6,1.2,0.67,10.78,1.09,105,9620
4620661.03,2021S05074620661.03,4620661.03,4457,4.4,14.5,0.92,0.79,10.56,0.81,35,4320
4620661.04,2021S05074620661.04,4620661.04,4604,5.2,14.1,2.03,0.65,9.22,0.75,35,4685
4620662,2021S05074620662.00,4620662,4811,4.8,20.2,0.33,0.53,11.81,2.33,105,4510
4620675,2021S05074620675.00,4620675,6365,11.5,41.4,0.79,0.16,29.54,1.02,65,6345
4620676.01,2021S05074620676.01,4620676.01,3640,7.2,21.3,0.7,0.14,9.89,1.27,45,3545
4620676.02,2021S05074620676.02,4620676.02,2931,3.6,25,0.34,0.17,7.52,2.71,80,2950
4620676.03,2021S05074620676.03,4620676.03,2341,3.8,25.2,1.07,0.64,8.11,2.13,50,2345
4620676.04,2021S05074620676.04,4620676.04,3303,3.9,26.8,0,0.16,8.62,1.13,35,3095
4620677.01,2021S05074620677.01,4620677.01,6374,9.5,30.2,1.07,0.24,15.25,0.41,25,6045
4620677.02,2021S05074620677.02,4620677.02,5271,11.9,27.6,0.95,0.28,16.48,1.61,85,5265
4620677.05,2021S05074620677.05,4620677.05,4998,3.1,18.6,0.41,0.3,8.68,0.51,25,4925
4620677.07,2021S05074620677.07,4620677.07,3822,6.5,16.5,1.03,0.39,8.89,2.33,90,3865
4620677.09,2021S05074620677.09,4620677.09,4342,5.5,18.8,0.46,0.23,10.88,0.92,40,4345
4620677.1,2021S05074620677.10,4620677.1,4717,4.1,24.2,0.66,0.22,14.44,0.55,25,4525
4620677.11,2021S05074620677.11,4620677.11,3913,2,10.9,1.43,0.64,10.04,0.91,35,3840
4620677.12,2021S05074620677.12,4620677.12,4924,3,6.9,1.4,0.41,13.97,0.7,35,5000
4620677.13,2021S05074620677.13,4620677.13,4071,4.9,14,1.28,0.25,10.8,0.64,25,3900
4620677.14,2021S05074620677.14,4620677.14,3400,3,13.2,1.27,0.59,6.9,0.57,20,3530
4620681,2021S05074620681.00,4620681,3360,7.1,17.7,0.3,0,13.31,1.49,50,3345
4620682.02,2021S05074620682.02,4620682.02,2742,11.4,27.3,0.38,0.18,24.79,2.3,60,2610
4620682.04,2021S05074620682.04,4620682.04,3353,6.3,20.7,0,0.3,16.61,1.04,35,3380
4620682.05,2021S05074620682.05,4620682.05,2888,5.8,18.5,0.88,0.35,9.17,1.75,50,2855
4620682.06,2021S05074620682.06,4620682.06,5128,3,10.5,1.16,0.39,6.82,0.58,30,5160
4620682.07,2021S05074620682.07,4620682.07,3307,5.7,13.6,1.55,0.31,9.2,0.46,15,3230
4620682.08,2021S05074620682.08,4620682.08,4270,3.6,9.8,0.47,0.35,7.76,0.47,20,4245
4620683,2021S05074620683.00,4620683,6302,11.1,25.2,0.63,0.4,15.63,1.27,80,6305
4620684.05,2021S05074620684.05,4620684.05,7000,4.6,18.1,0.79,0.29,13.43,1.0,70,7000
4620684.08,2021S05074620684.08,4620684.08,5707,2.7,8.7,0.86,0.26,8.18,0.95,55,5820
4620684.09,2021S05074620684.09,4620684.09,3436,5.2,12.8,0.3,0.29,8.44,1.05,35,3325
4620684.1,2021S05074620684.10,4620684.1,4031,5.6,14.6,0.99,0.5,8.92,1.24,50,4045
4620684.11,2021S05074620684.11,4620684.11,4495,6.6,16,0.56,0.33,14.93,1.12,50,4475
4620684.12,2021S05074620684.12,4620684.12,3069,7.6,46.6,1.61,0.2,27.43,1.21,30,2480
4620684.13,2021S05074620684.13,4620684.13,6227,2.8,10.2,0.88,0.56,7.88,0.64,40,6250
4620684.14,2021S05074620684.14,4620684.14,1895,4.3,12.1,1.31,0.53,18.12,0.79,15,1900
4620685.02,2021S05074620685.02,4620685.02,4167,8.9,15.6,0.24,0.24,12.96,2.31,95,4105
4620685.03,2021S05074620685.03,4620685.03,6698,8.3,18.7,0.75,0.23,16.92,0.75,50,6690
4620685.04,2021S05074620685.04,4620685.04,3023,3.1,16,0,0.17,9.73,2.83,85,3005
4620685.05,2021S05074620685.05,4620685.05,4492,7.1,20.6,0.68,0.11,12.25,1.71,75,4390
4620685.07,2021S05074620685.07,4620685.07,5912,3.4,12.1,1.1,0.08,9.62,1.52,90,5910
4620685.09,2021S05074620685.09,4620685.09,3667,5.4,21.8,0.76,0.27,12.46,0.0,0,3295
4620685.1,2021S05074620685.10,4620685.1,4595,5,16.6,0.96,0.22,13.25,1.82,85,4670
4620685.11,2021S05074620685.11,4620685.11,2853,2.8,11.8,1.32,0.35,10.17,0.0,0,2650
4620686.01,2021S05074620686.01,4620686.01,7961,4.7,11.8,0.69,0.25,12.88,0.75,60,7960
4620686.02,2021S05074620686.02,4620686.02,4161,5.4,14.7,1.35,0.24,10.32,1.72,70,4075
4620686.03,2021S05074620686.03,4620686.03,3654,5.6,25,1.34,0.3,9.96,1.79,60,3350
4620687.01,2021S05074620687.01,4620687.01,4482,5.2,17.7,0.23,0.45,10.57,0.23,10,4420
4620687.04,2021S05074620687.04,4620687.04,4816,5,21.6,0.96,0.21,11.44,0.43,20,4685
4620687.06,2021S05074620687.06,4620687.06,5482,5.8,17.1,0.96,0.36,12.56,1.34,70,5215
4620687.07,2021S05074620687.07,4620687.07,6607,3.6,25.4,2.13,0.33,12.37,1.31,80,6105
4620687.09,2021S05074620687.09,4620687.09,3526,5,12.2,0.85,0.28,10.27,1.98,70,3540
4620687.11,2021S05074620687.11,4620687.11,3126,6.8,12.5,0.77,0,14.72,2.47,80,3235
4620687.12,2021S05074620687.12,4620687.12,6147,3,8.2,0.5,0.73,10.69,0.75,45,6030
4620687.13,2021S05074620687.13,4620687.13,6136,4.7,11,1.06,0.49,10.17,0.98,60,6105
4620687.14,2021S05074620687.14,4620687.14,6645,3.4,11.4,1.15,0.31,16.56,1.61,105,6525
4620688.02,2021S05074620688.02,4620688.02,4136,9.2,13.4,0,0.29,13.7,1.27,45,3555
4620688.03,2021S05074620688.03,4620688.03,5572,10.1,19.4,0,0.09,20.39,1.89,105,5550
4620688.04,2021S05074620688.04,4620688.04,5513,6.1,11.9,0.28,0,9.44,2.13,115,5405
4620689.01,2021S05074620689.01,4620689.01,7001,5.5,11.9,0.86,0.36,11.2,2.14,150,7000
4620689.02,2021S05074620689.02,4620689.02,3762,6,11.7,0.77,0.13,10.41,2.17,85,3920
4620689.04,2021S05074620689.04,4620689.04,5662,6.6,10.4,0.91,0.35,13.22,2.0,110,5510
4620689.05,2021S05074620689.05,4620689.05,3130,6.2,8.6,1.65,0.48,13.04,2.31,70,3030
4620689.06,2021S05074620689.06,4620689.06,5151,6.5,9.6,1.15,0.29,13.48,1.44,75,5205
4620690,2021S05074620690.00,4620690,8310,7.1,16.1,0.84,0.18,14.52,2.35,195,8295
4620691,2021S05074620691.00,4620691,6115,8.5,16.9,0.74,0.08,13.16,2.07,125,6045
4620692.01,2021S05074620692.01,4620692.01,7142,4.2,13.1,0.21,0.07,10.71,0.99,70,7070
4620692.02,2021S05074620692.02,4620692.02,2279,9,21.1,0.44,0.22,12.57,1.97,45,2290
4620693,2021S05074620693.00,4620693,5329,13.8,31.7,0.7,0.1,23.15,1.9,95,5010
4620694.01,2021S05074620694.01,4620694.01,4904,5.2,10.4,1.79,0.31,9.12,1.26,60,4745
4620694.02,2021S05074620694.02,4620694.02,3788,4.2,10,0,0.13,8.3,2.7,105,3895
4620700.01,2021S05074620700.01,4620700.01,5078,15.4,23.4,0.52,0.2,23.58,1.98,95,4795
4620700.03,2021S05074620700.03,4620700.03,2854,13.2,25,3.1,0.53,18.33,1.21,35,2900
4620700.04,2021S05074620700.04,4620700.04,4479,12.2,23.4,0.88,0.22,17.39,1.88,85,4515
4620701.01,2021S05074620701.01,4620701.01,3374,6.9,11,1.38,0.15,14.6,0.31,10,3265
4620701.02,2021S05074620701.02,4620701.02,6785,8.5,17.4,2.21,0.29,15.1,1.62,110,6780
4620702.01,2021S05074620702.01,4620702.01,2672,3.4,23.4,0,0,5.91,0.0,0,2605
4620702.02,2021S05074620702.02,4620702.02,6830,2.8,15.1,1.38,0.37,8.86,0.73,50,6890
4620703.02,2021S05074620703.02,4620703.02,4045,7,26.3,0.74,0.62,13.54,1.48,60,4050
4620703.03,2021S05074620703.03,4620703.03,4487,5.2,17.9,0.56,0.56,12.08,1.34,60,4470
4620703.04,2021S05074620703.04,4620703.04,5558,3.4,17,0.63,0.63,10.23,2.07,115,5545
4620704.01,2021S05074620704.01,4620704.01,4968,12,17.1,1.31,0.71,18.05,1.91,95,4975
